projectid,countryname,regionname,sector_group,approval_year,closingyear,env_cat,planned_cost_adj_both,duration_planned,cancellation,delay,cost_change_perc_num,app_E_pct,app_S_pct,app_G_pct,app_E1_pct,app_E2_pct,app_E3_pct,app_S1_pct,app_S2_pct,app_S3_pct,app_S4_pct,app_S5_pct,app_G1_pct,app_G2_pct,app_G3_pct,app_G4_pct,app_G5_pct,E_emergence_rate,S_emergence_rate,G_emergence_rate,E1_emergence_rate,E2_emergence_rate,E3_emergence_rate,S1_emergence_rate,S2_emergence_rate,S3_emergence_rate,S4_emergence_rate,S5_emergence_rate,G1_emergence_rate,G2_emergence_rate,G3_emergence_rate,G4_emergence_rate,G5_emergence_rate,app_S3a_Land_pct,app_S3b_Displac_pct,app_G2a_Cost_pct,app_G2b_Fiscal_pct,app_G2c_Econ_pct,app_E3a_Habitat_pct,app_E3b_Species_pct,app_E3c_Forest_pct,app_E3d_Biodiv_pct,S3a_Land_emergence_rate,S3b_Displac_emergence_rate,G2a_Cost_emergence_rate,G2b_Fiscal_emergence_rate,G2c_Econ_emergence_rate,E3a_Habitat_emergence_rate,E3b_Species_emergence_rate,E3c_Forest_emergence_rate,E3d_Biodiv_emergence_rate,era,size_category,low_S3_coverage,low_S4_coverage,low_E3_coverage,high_G2_emergence,risk_score
P050649,India,South Asia,Transport,2003,2012,A,3246.407782,176.2,False,91.3,25.89,0.9000900090009001,2.14962672737862,4.58516439879282,0.21708053158257,0.16942870757664003,0.5135807698416901,0.72536665431249,0.48710753428284004,0.7147773600889501,0.19060729602372004,0.03176788267062,0.8259649494361201,1.2601260126012601,0.7783131254301902,1.15952771747763,0.5612325938476201,0.35714285714285715,0.40384615384615385,0.42035398230088494,0.3333333333333333,0.5555555555555556,0.2,0.38095238095238093,0.5185185185185185,0.2857142857142857,0.3,0.75,0.35294117647058826,0.4714285714285714,0.43137254901960786,0.2564102564102564,0.5625,0.34415206226505,0.3706252978239,0.15354476624133,0.8100810081008101,0.29650023825912003,0.27002700270027,0.06883041245301,0.16942870757664003,0.005294647111770001,-0.007692307692307693,-0.42424242424242425,0.1323529411764706,-0.242914979757085,0.07377049180327869,-0.35526315789473684,-0.9285714285714286,-0.3541666666666667,-0.5,2000-05,Large,0,0,0,1,1
P051705,China,East Asia and Pacific,Transport,1999,2007,A,3191.948942,183.2,True,60.8,3.88,0.5306006723642107,2.6408522013852322,3.143100166065859,0.18226740653732432,0.16201547247762163,0.18631779334926485,0.7614727206448216,0.9882943821134919,0.6359107294746649,0.13366276479403782,0.1215116043582162,0.6642634371582485,1.012596702985135,0.3604844262627081,0.7088176920895946,0.396937907570173,0.2727272727272727,0.325,0.40458015267175573,0.2,0.4,0.125,0.32,0.3548387096774194,0.3076923076923077,0.16666666666666666,0.4,0.38095238095238093,0.40816326530612246,0.5714285714285714,0.32,0.3333333333333333,0.2632751427761351,0.3726355866985297,0.23897282190449187,0.49819757786868646,0.2754263032119567,0.11746121754627567,0.020251934059702704,0.04455425493134594,0.00405038681194054,-0.24761904761904763,-0.25,-0.4691358024691358,-0.3954802259887006,-0.10483870967741936,0.14492753623188406,-0.8333333333333334,-0.35294117647058826,-0.5,1995-99,Large,0,0,1,1,2
P051736,China,East Asia and Pacific,Energy,1998,2006,B,4677.716571,198.3,False,45.6,-13.01,1.892415437341678,1.7806586201758308,4.157353598569513,0.2533154522425868,1.2889286246461034,0.35017136045298763,0.7524959022500373,0.044702726866338846,0.841901355982715,0.06705409029950828,0.07450454477723141,0.5662345403069587,1.907316346297124,0.6779913574728059,0.45447772314111157,0.5513336313515125,0.3076923076923077,0.4918032786885246,0.3881578947368421,0.3333333333333333,0.3076923076923077,0.25,0.42105263157894735,0.7272727272727273,0.5,0.25,0.3333333333333333,0.45161290322580644,0.33962264150943394,0.4666666666666667,0.3333333333333333,0.35,0.26076590672030997,0.581135449262405,0.27566681567575624,1.102667262703025,0.528982267918343,0.14900908955446282,0.15645954403218598,0.037252272388615705,0.007450454477723141,0.06578947368421052,0.07647058823529412,-0.3392857142857143,-0.4630541871921182,-0.32407407407407407,0.046511627906976744,-0.5925925925925926,-0.8333333333333334,-0.5,1995-99,Large,0,1,0,0,1
P051888,China,East Asia and Pacific,Water,1999,2006,B,1103.998577,185.7,False,30.4,6.79,3.12256049960968,1.8846883015501283,2.7601204416192706,0.061336009813761576,2.9441284710605555,0.117096018735363,0.6077840972454556,0.18958403033344484,0.8531281365005019,0.13382402141184344,0.10036801605888257,0.2843760455001673,1.1486561837849896,0.46280807404929186,0.4906880785100926,0.37359205977472953,0.4222222222222222,0.358974358974359,0.3917525773195876,0.3333333333333333,0.34375,0.8571428571428571,0.3333333333333333,0.2857142857142857,0.5384615384615384,0.2,0.0,0.15384615384615385,0.3333333333333333,0.65,0.5,0.2727272727272727,0.5408720865395339,0.312256049960968,0.22861603657856586,0.5799040927846549,0.3401360544217687,0.03345600535296086,0.039032006245121,0.039032006245121,0.005576000892160143,-0.7567567567567568,-0.5066666666666667,-0.509090909090909,-0.48226950354609927,-0.08849557522123894,0.35,-0.875,-0.6666666666666666,-0.5,1995-99,Small,0,0,1,0,1
P052037,Viet Nam,East Asia and Pacific,Water,2001,2012,A,1732.504257,206.4,True,136.9,103.05,2.8173229019708432,1.611731007652516,3.6595271685691078,0.974733872002052,1.6416570475824035,0.20093198238638793,0.7652515924928391,0.3291864392287632,0.3719379248428883,0.06412722842118763,0.08122782266683767,0.39331366764995085,1.2739942713009278,0.679748621264589,0.7951776324227268,0.5172929759309136,0.3287671232876712,0.36363636363636365,0.4405940594059406,0.45161290322580644,0.17857142857142858,0.35714285714285715,0.3,0.5555555555555556,0.21428571428571427,0.6666666666666666,0.0,0.5,0.4025974025974026,0.40540540540540543,0.4827586206896552,0.48484848484848486,0.226582873754863,0.14535505108802532,0.2864349536146381,0.7481509982471891,0.23940831943910051,0.12825445684237527,0.0470266341755376,0.025650891368475055,0.0,-0.32098765432098764,-0.46808510638297873,-0.11570247933884298,-0.2103448275862069,0.017391304347826087,0.10294117647058823,-0.9166666666666666,0.07142857142857142,0.0,2000-05,Medium,0,1,1,1,3
P052590,Argentina,Latin America and Caribbean,Transport,1998,2005,B,2368.280336,176.3,True,60.9,-7.45,0.18424689083371718,1.4432673115307846,6.310456011054813,0.046061722708429294,0.09212344541685859,0.046061722708429294,0.9519422693075388,0.32243205895900506,0.030707815138952863,0.046061722708429294,0.09212344541685859,0.6602180254874866,2.0574236143098417,0.5373867649316751,2.7483494549362812,0.30707815138952865,1.0,0.5862068965517241,0.5350877192982456,0.0,0.0,1.0,0.5333333333333333,0.6666666666666666,1.0,1.0,0.0,0.5882352941176471,0.52,0.625,0.4090909090909091,0.6666666666666666,0.015353907569476431,0.015353907569476431,0.5220328573621986,0.890526639029633,0.6448641179180101,0.046061722708429294,0.0,0.0,0.0,0.5714285714285714,-0.5,-0.46808510638297873,-0.14705882352941177,0.06593406593406594,-0.16666666666666666,0.0,0.5,0.0,1995-99,Large,1,1,1,1,4
P055120,Tanzania,Africa,Transport,2010,2017,B,1141.454911,155.0,True,60.1,41.89,0.7038653611733712,2.025087491644056,3.924344304195667,0.16908497503047462,0.3067122802878377,0.22806810585505877,0.9712555542448194,0.6134245605756754,0.19661043608194723,0.11796626164916833,0.12583067909244622,0.43254295938028386,1.3094255043057685,0.7628484919979552,0.7903739530494278,0.6291533954622311,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.08650859187605678,0.11010184420589045,0.22806810585505877,0.7471196571113995,0.3342377413393103,0.11796626164916833,0.0353898784947505,0.070779756989501,0.003932208721638944,-0.9565217391304348,-0.9655172413793104,-0.746268656716418,-0.9740932642487047,-0.9883720930232558,-0.967741935483871,-0.9,-0.9473684210526315,-0.5,2006-12,Medium,1,1,1,0,3
P055230,Bolivia,Latin America and Caribbean,Transport,1999,2005,B,701.2326492,154.5,True,40.7,-1.67,0.46099472417149,2.371561747682221,3.68795779337192,0.1024432720381089,0.12293192644573067,0.23561952568765046,0.5736823234134099,0.43538390616196276,0.46611688777339555,0.8093018491010603,0.08707678123239256,0.6607591046458023,1.0346770475848999,0.4712390513753009,1.0193105567791836,0.5019720329867335,0.5294117647058824,0.43902439024390244,0.3652173913043478,0.5714285714285714,0.5,0.5,0.6111111111111112,0.4166666666666667,0.6666666666666666,0.0,0.0,0.2692307692307692,0.4888888888888889,0.4,0.25,0.2222222222222222,0.21000870767812324,0.25610818009527225,0.23561952568765046,0.4917277057829227,0.3073298161143267,0.11268759924191979,0.06658812682477078,0.05122163601905445,0.005122163601905445,-0.8863636363636364,-0.7719298245614035,0.10576923076923077,-0.6495726495726496,-0.17475728155339806,-0.6071428571428571,-0.6875,-0.75,-0.5,1995-99,Small,0,0,1,1,2
P056199,China,East Asia and Pacific,Energy,2001,2007,A,1003.887568,198.7,True,0.0,57.29,3.1728373086507653,1.9802420790316837,3.0882876468494125,0.7698469206123175,1.762192951228195,0.6407974368102528,0.6630473478106087,0.3737985048059808,0.6496974012103951,0.20914916340334638,0.0845496618013528,0.5250978996084016,1.1970452118191528,0.355998576005696,0.578497686009256,0.4316482734069063,0.3424657534246575,0.2463768115942029,0.4244604316546763,0.6,0.30434782608695654,0.29411764705882354,0.2608695652173913,0.23529411764705882,0.2608695652173913,0.0,0.5,0.36363636363636365,0.33962264150943394,0.6470588235294118,0.3125,0.42857142857142855,0.2402990388038448,0.4093983624065504,0.2491990032039872,0.6452474190103239,0.3025987896048416,0.4316482734069063,0.044499822000712,0.1601993592025632,0.0044499822000712,-0.0380952380952381,-0.3028169014084507,-0.22826086956521738,-0.39903846153846156,-0.2803738317757009,-0.18181818181818182,-0.3125,-0.825,-0.5,2000-05,Small,0,0,0,0,0
P056200,Mongolia,East Asia and Pacific,Transport,2001,2007,B,603.005575,145.4,True,60.9,0.2,0.7146638433033351,1.5528498323628022,3.388035997882478,0.21175224986765487,0.1764602082230457,0.3264513852126345,0.652902770425269,0.5911416975472031,0.19410622904535027,0.08823010411152285,0.02646903123345686,0.37056643726839594,1.3234515616728428,0.6970178224810305,0.6617257808364214,0.33527439562378686,0.3888888888888889,0.37777777777777777,0.47368421052631576,0.5,0.3333333333333333,0.0,0.3333333333333333,0.29411764705882354,0.3333333333333333,0.0,1.0,0.38461538461538464,0.46153846153846156,0.5,0.631578947368421,0.3333333333333333,0.14999117698958883,0.044115052055761425,0.22057526027880714,0.7323098641256397,0.37056643726839594,0.1323451561672843,0.14999117698958883,0.044115052055761425,0.0,-0.6666666666666666,-0.1,-0.21428571428571427,-0.5181818181818182,-0.14864864864864866,-0.4090909090909091,-0.4583333333333333,-0.8333333333333334,0.0,2000-05,Small,1,1,0,1,3
P056424,China,East Asia and Pacific,Energy,1999,2007,A,4845.269542,244.3,True,0.0,-3.82,2.530898486321344,1.9302874600749895,3.843216219969449,0.26732398278016944,1.5900569365365922,0.6735175670045828,0.6283849465352034,0.12845438133592554,0.8332176086654631,0.2013609220941536,0.13886960144424387,0.6388001666435218,1.444243855020136,0.5728371059575059,0.5172892653798083,0.6700458269684766,0.21212121212121213,0.43478260869565216,0.27672955974842767,0.375,0.20930232558139536,0.13333333333333333,0.3125,0.7142857142857143,0.36363636363636365,0.25,0.0,0.13043478260869565,0.3424657534246575,0.25925925925925924,0.3,0.1875,0.4443827246215803,0.38883488404388283,0.13192612137203166,0.8783502291348423,0.433967504513262,0.20483266213025966,0.35411748368282187,0.11109568115539507,0.003471740036106096,-0.8357142857142857,-0.6423357664233577,0.0,-0.3,-0.4764705882352941,-0.5063291139240507,-0.5891472868217055,-0.6666666666666666,-0.5,1995-99,Large,0,0,0,0,0
P056452,Viet Nam,East Asia and Pacific,Energy,2000,2006,B,1704.349842,124.3,False,76.2,6.9,2.063453787591719,2.2735884804850324,4.529952805814875,0.07923111371387233,1.8292052774811396,0.15501739639670672,0.6304040786799407,0.06889662062075856,0.32036928588652724,1.1850218746770471,0.06889662062075856,0.6889662062075855,1.9291053773812394,0.8060904612628751,0.4857211753763478,0.6200695855868269,0.17647058823529413,0.36,0.25,0.375,0.1111111111111111,0.2857142857142857,0.2631578947368421,0.6666666666666666,0.5,0.2222222222222222,0.0,0.15,0.29508196721311475,0.39285714285714285,0.125,0.0,0.2135795239243515,0.10678976196217575,0.20668986186227564,1.2745874814840332,0.44782803403493054,0.06545178958972062,0.048227634434530986,0.03444831031037928,0.006889662062075854,-0.4880952380952381,-0.4318181818181818,-0.31521739130434784,-0.7985436893203883,-0.49142857142857144,-0.5,-0.7058823529411765,-0.4,-0.6666666666666666,2000-05,Medium,0,0,1,0,1
P056596,China,East Asia and Pacific,Transport,2001,2008,A,1436.845374,175.4,False,60.9,0.37,0.8996851102114259,2.399160293897136,3.048932873494277,0.49982506122856996,0.1599440195931424,0.23991602938971357,0.5548058179637128,0.849702604088569,0.7197480881691408,0.1299545159194282,0.1449492677562853,0.45983905633028443,0.9446693657219973,0.5098215624531414,0.5698005698005698,0.564802319188284,0.391304347826087,0.3492063492063492,0.47959183673469385,0.26666666666666666,1.0,0.5714285714285714,0.5,0.3,0.25,0.5,0.0,0.42105263157894735,0.46153846153846156,0.5384615384615384,0.5,0.5,0.3198880391862848,0.39986004898285604,0.11995801469485678,0.599790073474284,0.22492127755285649,0.1299545159194282,0.0349877542859999,0.0749737591842855,0.0,-0.4175824175824176,-0.49074074074074076,-0.53125,-0.564935064935065,-0.2465753424657534,-0.23255813953488372,-0.6666666666666666,-0.9375,0.0,2000-05,Medium,0,0,1,1,2
P057602,"Yemen, Republic of","Middle East, North Africa, Afghanistan, and Pakistan",Water,2002,2010,B,1359.340704,164.8,True,91.4,42.17,2.444494281228975,1.260372280780444,4.323839425880243,0.6144875532630635,1.6730208566943259,0.15698587127158556,0.7086790760260148,0.07176496972415339,0.41713388652164163,0.040367795469836286,0.02242655303879794,0.6279434850863422,1.6012558869701727,0.7849293563579277,0.7266203184570531,0.5830903790087464,0.4861111111111111,0.35185185185185186,0.3373493975903614,0.3125,0.5,0.7,0.37037037037037035,0.6,0.1,0.4,0.0,0.36363636363636365,0.3142857142857143,0.38235294117647056,0.36363636363636365,0.2777777777777778,0.26014801525005604,0.15698587127158556,0.13455931823278763,1.2469163489571653,0.21978021978021978,0.13007400762502802,0.0,0.026911863646557524,0.0,-0.625,-0.775,0.26506024096385544,-0.3014018691588785,0.04807692307692308,-0.5128205128205128,0.8888888888888888,-0.18181818181818182,0.6666666666666666,2000-05,Medium,0,1,1,0,2
P058521,Bosnia and Herzegovina,Europe and Central Asia,Energy,2001,2008,B,1177.448246,114.5,True,96.4,-28.39,1.7535611865920737,0.926143575760425,5.208969959099243,0.17394574773165342,1.424474636829486,0.15514080203093414,0.6205632081237366,0.14103709275539467,0.09402472850359644,0.05641483710215787,0.014103709275539467,0.6440693902496356,2.4305392318179684,0.6393681538244558,0.8556250293827277,0.6393681538244558,0.36923076923076925,0.35714285714285715,0.3404255319148936,0.36363636363636365,0.375,0.3333333333333333,0.25,0.5,0.25,0.5,1.0,0.3448275862068966,0.23636363636363636,0.4444444444444444,0.5217391304347826,0.3125,0.0846222556532368,0.009402472850359644,0.40900756899064455,1.7112500587654553,0.3102816040618683,0.06581730995251751,0.061116073527337694,0.028207418551078934,0.0,-0.48,-0.25,-0.5909090909090909,-0.551063829787234,-0.43010752688172044,-0.38095238095238093,0.03571428571428571,-0.625,0.0,2000-05,Medium,1,1,1,0,3
P058843,China,East Asia and Pacific,Transport,2000,2007,A,2876.156737,190.4,True,30.4,15.24,0.9445031092338377,2.2879267863428367,3.3262935586061246,0.18772732605889944,0.32265634166373347,0.43411944151120496,0.6335797254487857,0.49865070984395166,0.5925143728734014,0.3813211310571395,0.18186084711955883,0.5279831045406547,1.5135515663498769,0.43411944151120496,0.4575853572685674,0.3930540889358207,0.38095238095238093,0.34,0.4065934065934066,0.5,0.25,0.36363636363636365,0.4,0.3333333333333333,0.45454545454545453,0.25,0.0,0.4,0.40625,0.4666666666666667,0.3333333333333333,0.4166666666666667,0.3050569048457116,0.2874574680276898,0.23465915757362432,0.6687785990848293,0.6101138096914231,0.24052563651296494,0.05279831045406547,0.1407954945441746,0.0,-0.75,-0.375,-0.5882352941176471,-0.6838235294117647,-0.6854838709677419,-0.43103448275862066,-0.9,-0.53125,0.0,2000-05,Large,0,0,0,1,1
P058844,China,East Asia and Pacific,Transport,2000,2006,A,1824.33007,171.3,False,30.4,-9.01,0.6920590018185492,1.8337037785411194,3.5966861992321677,0.19195797130733483,0.22226712467165083,0.2778339058395635,0.6162861184077592,0.6668013740149525,0.2980400080824409,0.15154576682158014,0.10103051121438675,0.6314406950899172,1.1416447767225704,0.5859769650434431,0.8031925641543746,0.43443119822186305,0.3333333333333333,0.39473684210526316,0.32653061224489793,0.3333333333333333,0.25,0.4,0.47368421052631576,0.34615384615384615,0.42857142857142855,0.16666666666666666,0.5,0.13333333333333333,0.25,0.6363636363636364,0.5,0.21428571428571427,0.14144271570014144,0.15659729238229947,0.1363911901394221,0.5708223883612852,0.43443119822186305,0.2020610224287735,0.030309153364316024,0.045463730046474034,0.0,-0.29545454545454547,0.015625,-0.41025641025641024,-0.644927536231884,-0.2097902097902098,-0.5,-0.8571428571428571,-0.9,0.0,2000-05,Medium,0,0,1,0,1
P058845,China,East Asia and Pacific,Transport,2001,2006,A,2689.46002,169.6,False,0.0,-30.45,0.9282787947933413,2.8885546854742516,3.070061712389151,0.29559715811855003,0.2644816677902816,0.3681999688845097,0.7623295130425763,0.8297464087538247,0.6845407872219054,0.4719182699787377,0.1400197064772079,0.46154643986931493,1.1409013120365088,0.5030337603070062,0.5393351656899861,0.4252450344863351,0.23076923076923078,0.3157894736842105,0.44537815126050423,0.14285714285714285,0.2727272727272727,0.25,0.34782608695652173,0.3333333333333333,0.35,0.14285714285714285,0.16666666666666666,0.2777777777777778,0.4523809523809524,0.6666666666666666,0.5294117647058824,0.2857142857142857,0.26966758284499304,0.41487320437691233,0.22299434735259036,0.617123891510657,0.3007830731732614,0.18669294196961053,0.010371830109422808,0.15557745164134212,0.015557745164134211,-0.20689655172413793,-0.3644067796610169,-0.5,-0.5933333333333334,-0.125,-0.2807017543859649,-0.6666666666666666,-0.7428571428571429,-0.75,2000-05,Large,0,0,0,1,1
P058846,China,East Asia and Pacific,Transport,2002,2007,A,6234.543872,149.8,False,30.4,9.19,0.9512995979992022,1.9455611133274004,2.939822628655599,0.32528308834811426,0.31300825482554395,0.31300825482554395,0.38358854758032346,0.26084021235461996,0.9635744315217725,0.18719121121919785,0.1503667106514868,0.4050695062448216,1.1845214349280386,0.4633749654770307,0.42655046490931964,0.4603062570963881,0.2857142857142857,0.28,0.3402061855670103,0.36363636363636365,0.2222222222222222,0.25,0.125,0.8,0.125,0.0,0.25,0.5,0.30952380952380953,0.5714285714285714,0.25,0.15384615384615385,0.6137416761285175,0.349832755393255,0.21480958664498112,0.7180777610703655,0.25163408721269215,0.2025347531224108,0.0,0.10433608494184797,0.006137416761285175,-0.8738317757009346,-0.7615384615384615,-0.4536082474226804,-0.7900763358778626,-0.375,-0.5465116279069767,0.0,-0.8157894736842105,-0.6666666666666666,2000-05,Large,0,0,0,0,0
P058847,China,East Asia and Pacific,Transport,2002,2009,A,1732.713766,161.9,False,60.9,17.96,1.3982164483100297,2.917538258284708,3.2331461705016697,0.3449667877720283,0.45873243054790996,0.5945172299900914,0.6238761055451576,0.6532349811002238,0.9651730338728027,0.5321296194355756,0.14312451833094791,0.5614884949906419,0.9101251422070534,0.4954310249917428,0.7413116077654226,0.5247899005468091,0.23333333333333334,0.22972972972972974,0.3253968253968254,0.25,0.2222222222222222,0.23076923076923078,0.15789473684210525,0.38461538461538464,0.13636363636363635,0.0,0.5,0.047619047619047616,0.40476190476190477,0.42105263157894735,0.4090909090909091,0.2727272727272727,0.4440529927703769,0.5211200411024258,0.1284450805534148,0.48809130610297624,0.2935887555506624,0.275239458328746,0.11009578333149841,0.1981724099966971,0.01100957833314984,-0.3575418994413408,-0.601123595505618,-0.109375,-0.6181818181818182,-0.1925925925925926,-0.5729166666666666,-0.967741935483871,-0.7301587301587301,-0.4,2000-05,Medium,0,0,0,1,1
P059864,Viet Nam,East Asia and Pacific,Transport,1999,2006,B,1293.531353,199.0,False,0.0,115.96,0.3531840904151271,2.836339926103021,4.515322755922625,0.15757444033905674,0.054336013910019555,0.14127363616605085,0.7552705933492718,0.34231688763312323,0.3586176918061291,1.347533144968485,0.03260160834601174,0.853075418387307,1.0541186698543794,0.5270593349271897,1.4181699630515106,0.6628993697022386,0.5217391304347826,0.3548387096774194,0.44516129032258067,0.5,0.5,0.5714285714285714,0.48,0.5,0.14285714285714285,0.14285714285714285,0.0,0.4482758620689655,0.2682926829268293,0.5769230769230769,0.42857142857142855,0.5806451612903226,0.19017604868506846,0.16844164312106064,0.23364485981308408,0.44555531406216037,0.37491849597913496,0.09237122364703325,0.01630080417300587,0.03260160834601174,0.0,-0.39215686274509803,-0.6578947368421053,-0.3181818181818182,-0.09271523178807947,-0.25225225225225223,-0.5217391304347826,-0.75,-0.08333333333333333,0.75,1995-99,Medium,0,0,1,0,1
P061558,Niger,Western and Central Africa,Water,2001,2010,B,513.5577235,172.3,True,109.0,71.39,2.9955119507358314,1.2768326201162024,4.390634241380511,0.6958215913439794,2.056152802421459,0.24353755697039278,0.7132171311275789,0.052186619350798456,0.024353755697039278,0.4244511707198274,0.06262394322095816,0.8593396653098146,1.6873673590091502,0.6923424833872596,0.7166962390842988,0.43488849458998713,0.13725490196078433,0.15625,0.2982456140350877,0.2222222222222222,0.10810810810810811,0.2,0.16666666666666666,0.0,1.0,0.0,0.5,0.1935483870967742,0.36363636363636365,0.18181818181818182,0.375,0.23529411764705882,0.020874647740319382,0.0034791079567198973,0.2331002331002331,1.078523466583168,0.3757436593257489,0.18091361374943465,0.045228403437358664,0.017395539783599485,0.0,-0.625,-0.5,-0.2616822429906542,-0.33836206896551724,-0.3231707317073171,-0.7213114754098361,-0.6875,-0.8333333333333334,0.0,2000-05,Small,1,0,1,0,2
P065414,Kazakhstan,Europe and Central Asia,Energy,1999,2009,B,2753.650008,168.2,True,120.5,60.87,1.958504192423037,0.8690862353877227,5.183915784319726,0.048962604810575926,1.7993757267886652,0.11016586082379581,0.7038374441520289,0.048962604810575926,0.09792520962115185,0.0,0.01836097680396597,0.660995164942775,2.0625497276455107,0.9180488401982986,0.8813268865903665,0.660995164942775,0.3023255813953488,0.45454545454545453,0.4340659340659341,1.0,0.12903225806451613,0.5714285714285714,0.375,0.75,0.0,0.0,1.0,0.6363636363636364,0.3698630136986301,0.41379310344827586,0.4782608695652174,0.3333333333333333,0.09180488401982985,0.006120325601321991,0.32437725687006547,1.3403513066895159,0.3978211640859293,0.030601628006609954,0.07956423281718587,0.0,0.0,-0.631578947368421,-0.5,-0.2159090909090909,-0.2988165680473373,-0.21296296296296297,-0.1,-0.2857142857142857,0.5,0.0,1995-99,Large,1,1,1,0,3
P065779,Mexico,Latin America and Caribbean,Transport,2000,2006,B,797.6776776,138.3,False,43.1,8.27,0.23558021126225398,1.8466448818299261,4.400030397446614,0.08359297818983205,0.05319553157534767,0.09879170149707424,0.6915419104795197,0.32677255110570713,0.37996808268105475,0.42556425260278136,0.022798084960863288,0.7523368037084884,0.9119233984345314,0.5395546774070977,1.497074245763356,0.6991412721331408,0.4444444444444444,0.3333333333333333,0.4342105263157895,1.0,0.3333333333333333,0.25,0.3333333333333333,0.4666666666666667,0.0,0.0,0.5,0.46153846153846156,0.44680851063829785,0.5161290322580645,0.26666666666666666,0.5,0.24317957291587508,0.13678850976517973,0.1519872330724219,0.5851508473288244,0.1747853180332852,0.08359297818983205,0.0,0.007599361653621096,0.007599361653621096,-0.4444444444444444,-0.6818181818181818,0.18,0.0189873417721519,0.4050632911392405,-0.5333333333333333,0.0,-0.5,0.0,2000-05,Small,0,0,1,1,2
P066426,Mexico,Latin America and Caribbean,Energy,2006,2016,B,712.4963599,93.5,True,200.3,50.71,3.8904289808767563,0.7611708875628436,3.2702156650848093,0.789362401917023,2.3398956913968894,0.7611708875628436,0.3946812009585115,0.046985857256965656,0.14565615749659352,0.11746464314241413,0.05638302870835879,0.6296104872433398,1.1793450171498379,0.5168444298266222,0.6014189728891604,0.3429967579758493,0.28378378378378377,0.34375,0.36879432624113473,0.2857142857142857,0.2978723404255319,0.16666666666666666,0.35,0.5,0.25,0.3333333333333333,0.0,0.4444444444444444,0.30612244897959184,0.4117647058823529,0.35,0.4,0.1362589860452004,0.00939717145139313,0.3476953437015458,0.43696847248978055,0.3946812009585115,0.11746464314241413,0.6202133157919466,0.014095757177089697,0.00939717145139313,-0.37209302325581395,-0.6666666666666666,-0.4056603773584906,-0.4496124031007752,-0.352,-0.5454545454545454,-0.27403846153846156,-0.75,0.0,2006-12,Small,1,1,0,0,2
P067606,India,South Asia,Transport,2002,2010,A,5013.571622,183.7,True,60.8,-15.43,0.7248970825129766,2.1702165741900843,4.5910148559155175,0.24163236083765885,0.1700375872561303,0.3132271344191874,0.7696438160014318,0.7114730624664399,0.4340433148380168,0.17898693395382137,0.07606944693037408,0.8099158761410418,1.4453194916771077,0.7562197959548953,1.0694469303740828,0.5101127617683909,0.09090909090909091,0.47,0.3622448979591837,0.16666666666666666,0.0,0.1,0.45454545454545453,0.48,0.5769230769230769,0.0,0.0,0.21875,0.375,0.35555555555555557,0.30303030303030304,0.5666666666666667,0.26848040093073205,0.16556291390728478,0.17898693395382137,0.8188652228387328,0.4474673348845534,0.11634150706998389,0.08054412027921962,0.11634150706998389,0.0,-0.12037037037037036,-0.07142857142857142,0.024096385542168676,-0.542016806722689,-0.2721518987341772,-0.2926829268292683,-0.6086956521739131,-0.43243243243243246,0.0,2000-05,Large,0,0,0,0,0
P067828,China,East Asia and Pacific,Energy,2005,2010,B,927.4228419,161.0,True,0.0,71.68,3.5031472439555267,0.9324077886934525,4.070827695746808,0.5441496558621095,2.411906582740161,0.547091005353256,0.4029648802870757,0.12353667862815461,0.18824636743337844,0.08824048473439615,0.1294193776104477,0.8706394493793753,1.6442143655509147,0.48826401553032533,0.4059062297782222,0.661803635507971,0.22077922077922077,0.4339622641509434,0.33116883116883117,0.25,0.17777777777777778,0.3333333333333333,0.5185185185185185,0.5454545454545454,0.2222222222222222,0.25,0.0,0.3870967741935484,0.2653061224489796,0.375,0.4,0.2962962962962963,0.12059532913700807,0.06765103829637038,0.31178304606153306,0.8588740514147892,0.47355726807459264,0.1382434260838873,0.08235778575210306,0.32060709453497266,0.005882698982293076,-0.23880597014925373,-0.5161290322580645,-0.29878048780487804,-0.37971698113207547,-0.4681818181818182,-0.28378378378378377,0.18571428571428572,-0.07881773399014778,-0.6666666666666666,2000-05,Small,1,1,0,0,2
